7,21,2,"13 дюймов","Ремонт колес с одним проколом (камерные) / 13 дюймов","Ремонт колес с одним","13 дюймов",1,1,0,0,0,0,0,0,0
8,21,2,"14 дюймов","Ремонт колес с одним проколом (камерные) / 14 дюймов","Ремонт колес с одним","14 дюймов",1,1,0,0,0,0,0,0,0
9,21,2,"15 дюймов","Ремонт колес с одним проколом (камерные) / 15 дюймов","Ремонт колес с одним","15 дюймов",1,1,0,0,0,0,0,0,0
10,21,2,"16 дюймов ""Нива""","Ремонт колес с одним проколом (камерные) / 16 дюймов ""Нива""","Ремонт колес с одним","16 дюймов ""Нива""",1,1,0,0,0,0,0,0,0
20,23,2,"13 дюймов","Разбортовка / 13 дюймов","Разбортовка","13 дюймов",1,1,0,0,0,0,0,0,0
19,23,2,"14 дюймов","Разбортовка / 14 дюймов","Разбортовка","14 дюймов",1,1,0,0,0,0,0,0,0
21,23,2,"15 дюймов","Разбортовка / 15 дюймов","Разбортовка","15 дюймов",1,1,0,0,0,0,0,0,0
22,23,2,"16 дюймов","Разбортовка / 16 дюймов","Разбортовка","16 дюймов",1,1,0,0,0,0,0,0,0
23,23,2,"17 дюймов","Разбортовка / 17 дюймов","Разбортовка","17 дюймов",1,1,0,0,0,0,0,0,0
24,23,2,"18 дюймов","Разбортовка / 18 дюймов","Разбортовка","18 дюймов",1,1,0,0,0,0,0,0,0
25,25,2,"13 дюймов","Забортовка / 13 дюймов","Забортовка","13 дюймов",1,1,0,0,0,0,0,0,0
26,25,2,"14 дюймов","Забортовка / 14 дюймов","Забортовка","14 дюймов",1,1,0,0,0,0,0,0,0
27,25,2,"15 дюймов","Забортовка / 15 дюймов","Забортовка","15 дюймов",1,1,0,0,0,0,0,0,0
28,25,2,"16 дюймов ""Нива""","Забортовка / 16 дюймов ""Нива""","Забортовка","16 дюймов ""Нива""",1,1,0,0,0,0,0,0,0
29,25,2,"17 дюймов","Забортовка / 17 дюймов","Забортовка","17 дюймов",1,1,0,0,0,0,0,0,0
30,25,2,"18 дюймов","Забортовка / 18 дюймов","Забортовка","18 дюймов",1,1,0,0,0,0,0,0,0
31,26,2,"13 дюймов","Перебортовка / 13 дюймов","Перебортовка","13 дюймов",1,1,0,0,0,0,0,0,0
32,26,2,"14 дюймов","Перебортовка / 14 дюймов","Перебортовка","14 дюймов",1,1,0,0,0,0,0,0,0
33,26,2,"15 дюймов","Перебортовка / 15 дюймов","Перебортовка","15 дюймов",1,1,0,0,0,0,0,0,0
34,26,2,"16 дюймов","Перебортовка / 16 дюймов","Перебортовка","16 дюймов",1,1,0,0,0,0,0,0,0
35,26,2,"17 дюймов","Перебортовка / 17 дюймов","Перебортовка","17 дюймов",1,1,0,0,0,0,0,0,0
36,26,2,"18 дюймов","Перебортовка / 18 дюймов","Перебортовка","18 дюймов",1,1,0,0,0,0,0,0,0
37,26,2,"Автомобиль ""Газель"", ""УАЗ"", Джип","Перебортовка/Газель, Уаз, Джип","Перебортовка","Газель, Уаз, Джип",1,1,0,0,0,0,0,0,0
38,27,2,"13 дюймов","Балансировка / 13 дюймов","Балансировка","13 дюймов",1,1,0,0,0,0,0,0,0
39,27,2,"14 дюймов","Балансировка / 14 дюймов","Балансировка","14 дюймов",1,1,0,0,0,0,0,0,0
40,27,2,"15 дюймов","Балансировка / 15 дюймов","Балансировка","15 дюймов",1,1,0,0,0,0,0,0,0
41,27,2,"16 дюймов","Балансировка / 16 дюймов","Балансировка","16 дюймов",1,1,0,0,0,0,0,0,0
42,27,2,"Автомобиль ""Газель"", ""УАЗ""","Балансировка / Автомобиль ""Газель"", ""УАЗ""","Балансировка","Автомобиль ""Газель"",",1,1,0,0,0,0,0,0,0
43,27,2,"17 дюймов","Балансировка / 17 дюймов","Балансировка","17 дюймов",1,1,0,0,0,0,0,0,0
44,27,2,"18 дюймов","Балансировка / 18 дюймов","Балансировка","18 дюймов",1,1,0,0,0,0,0,0,0
45,28,2,"13 дюймов","Ремонт б/кам. покрышки по протектору / 13 дюймов","Ремонт б/кам. покрыш","13 дюймов",1,1,0,0,0,0,0,10,5
46,28,2,"14 дюймов","Ремонт б/кам. покрышки по протектору / 14 дюймов","Ремонт б/кам. покрыш","14 дюймов",1,1,0,0,0,0,0,20,0
47,28,2,"15 дюймов","Ремонт б/кам. покрышки по протектору / 15 дюймов","Ремонт б/кам. покрыш","15 дюймов",1,1,0,0,0,0,0,5,0
48,28,2,"16 дюймов","Ремонт б/кам. покрышки по протектору / 16 дюймов","Ремонт б/кам. покрыш","16 дюймов",1,1,0,0,0,0,0,10,0
49,28,2,"17 дюймов","Ремонт б/кам. покрышки по протектору / 17 дюймов","Ремонт б/кам. покрыш","17 дюймов",1,1,0,0,0,0,0,0,0
50,28,2,"18 дюймов","Ремонт б/кам. покрышки по протектору / 18 дюймов","Ремонт б/кам. покрыш","18 дюймов",1,1,0,0,0,0,0,0,0
51,28,2,"19 дюймов","Ремонт б/кам. покрышки по протектору / 19 дюймов","Ремонт б/кам. покрыш","19 дюймов",1,1,0,0,0,0,0,0,0
52,28,2,"20 дюймов","Ремонт б/кам. покрышки по протектору / 20 дюймов","Ремонт б/кам. покрыш","20 дюймов",1,1,0,0,0,0,0,0,0
53,28,2,"21 дюймов","Ремонт б/кам. покрышки по протектору / 21 дюймов","Ремонт б/кам. покрыш","21 дюймов",1,1,0,0,0,0,0,0,0
54,28,2,"22 дюймов","Ремонт б/кам. покрышки по протектору / 22 дюймов","Ремонт б/кам. покрыш","22 дюймов",1,1,0,0,0,0,0,15,0
55,29,2,"15 дюймов","Низ. проф. ремонт б/кам. покрышки по протектору / 15 дюймов","Низ. проф. ремонт б/","15 дюймов",1,1,0,0,0,0,0,0,0
56,29,2,"16 дюймов","Низ. проф. ремонт б/кам. покрышки по протектору / 16 дюймов","Низ. проф. ремонт б/","16 дюймов",1,1,0,0,0,0,0,0,0
57,29,2,"17 дюймов","Низ. проф. ремонт б/кам. покрышки по протектору / 17 дюймов","Низ. проф. ремонт б/","17 дюймов",1,1,0,0,0,0,0,0,0
58,30,2,"13 дюймов","Автоматическая правка дисков / 13 дюймов","Автом. правка дисков","13 дюймов",1,1,0,0,0,0,0,0,0
59,30,2,"14 дюймов","Автоматическая правка дисков / 14 дюймов","Автом. правка дисков","14 дюймов",1,1,0,0,0,0,0,0,0
60,30,2,"15 дюймов","Автоматическая правка дисков / 15 дюймов","Автом. правка дисков","15 дюймов",1,1,0,0,0,0,0,0,0
61,30,2,"16 дюймов","Автоматическая правка дисков / 16 дюймов","Автом. правка дисков","16 дюймов",1,1,0,0,0,0,0,0,0
62,30,2,"Автомобиль ""Газель""","Автоматическая правка дисков / Автомобиль ""Газель""","Автом. правка дисков","Автомобиль ""Газель""",1,1,0,0,0,0,0,0,0
63,31,1,"до 15 гр. вкл.","Расходные материалы/грузики до 15 гр.","Расх. материалы","грузики до 15гр.",1,1,0,0,0,0,0,0,0
64,31,1,"от 20 до 60 гр.","Расходные материалы/ грузики от 20 до 60 гр","Расх. материалы","от 20 до 60 гр.",1,1,0,0,0,0,0,0,0
65,31,1,"более 60 гр.","Расходные материалы/грузики более 60 гр.","Расх. материалы","более 60 гр.",1,1,0,0,0,0,0,0,0
66,31,1,"Алюминиевые","Расходные материалы/грузики алюм.","Расх. материалы","Алюминиевые",1,1,0,0,0,0,0,0,0
67,31,1,"Грузик Липучка (пластины)","Расходные материалы/грузик липучка(пл)","Расх. материалы","Грузик Липучка (пл.)",5,1,0,0,0,0,0,0,0
68,31,1,"Грузик Липучка (грамм)","Расходные материалы/грузик липучка(гр)","Расх. материалы","Грузик Липучка (гр.)",6,1,0,0,0,0,0,0,0
69,31,1,"Вентиль","Расходные материалы/вентиль","Расх. материалы","Вентиль",1,1,0,0,0,0,0,0,0
70,32,2,"13-20 дюймов","Правка и вытяжка легкосплавных дисков / 13-20 дюймов","Правка/вытяжка диска","13-20 дюймов",1,1,0,0,0,0,0,0,0
71,33,2,"за одно колесо","Мойка колеса / за одно колесо","Мойка колеса","за одно колесо",1,1,0,0,0,0,0,0,0
72,34,2,"12-22 дюйма","Чистка дисков / 12-22 дюйма","Чистка дисков","12-22 дюйма",1,1,0,0,0,0,0,0,0
73,35,2,"140 шипов","Шиповка шиповальным п/автоматом / 140 шипов","Шиповка п/автоматич.","140 шипов",1,1,0,0,0,0,0,0,0
74,36,1,"140 шипов","Шиповка ручная / 140 шипов","Шиповка ручная","140 шипов",1,1,0,0,0,0,0,0,0
75,37,2,"4 шпильки","Монтаж колес / 4 шпильки","Монтаж  колес (4шп.)","4 шпильки",1,1,0,0,0,0,0,0,0
76,37,2,"5 шпилек","Монтаж колес / 5 шпилек","Монтаж колес (5шп.)","5 шпилек",1,1,0,0,0,0,0,15,0
77,37,2,"6 шпилек","Монтаж колес / 6 шпилек","Монтаж колес (6шп.)","6 шпилек",1,1,0,0,0,0,0,0,0
78,37,2,"джип","Монтаж колес / джип","Монтаж колес (джип)","джип",1,1,0,0,0,0,0,0,0
79,38,2,"колесо","Проверка на герметичность / колесо","Проверка на гермет.","колесо",1,1,0,0,0,0,0,0,0
80,39,2,"легковой автомобиль","Заклейка камеры/легковой автомобиль","Заклейка камеры","легковой автомобиль",1,1,0,0,0,0,0,0,0
81,40,2,"шт","Приварка грузового вентиля к камере / шт","Приварка гр.вентиля","шт",1,1,0,0,0,0,0,0,0
82,41,1,"шт","Приварка легкового вентиля к камере / шт","Приварка лег.вентиля","шт",1,1,0,0,0,0,0,0,0
83,42,2,"15 дюймов","Низкопрофильная забортовка-разбортовка / 15 дюймов","Низ. забортовка","15 дюймов",1,1,0,0,0,0,0,0,0
84,42,2,"16 дюймов","Низкопрофильная забортовка-разбортовка / 16 дюймов","Низ. забортовка","16 дюймов",1,1,0,0,0,0,0,0,0
85,42,2,"17 дюймов","Низкопрофильная забортовка-разбортовка / 17 дюймов","Низ. забортовка","17 дюймов",1,1,0,0,0,0,0,0,0
86,42,2,"18 дюймов","Низкопрофильная забортовка-разбортовка / 18 дюймов","Низ. забортовка","18 дюймов",1,1,0,0,0,0,0,0,0
87,42,2,"19 дюймов","Низкопрофильная забортовка-разбортовка / 19 дюймов","Низ. забортовка","19 дюймов",1,1,0,0,0,0,0,0,0
88,42,2,"20 дюймов","Низкопрофильная забортовка-разбортовка / 20 дюймов","Низ. забортовка","20 дюймов",1,1,0,0,0,0,0,0,0
89,42,2,"21 дюймов","Низкопрофильная забортовка-разбортовка / 21 дюймов","Низ. забортовка","21 дюймов",1,1,0,0,0,0,0,0,0
90,42,2,"22 дюймов","Низкопрофильная забортовка-разбортовка / 22 дюймов","Низ. забортовка","22 дюймов",1,1,0,0,0,0,0,0,0
91,43,2,"15 дюймов","Низкопрофильная перебортовка / 15 дюймов","Низ. перебортовка","15 дюймов",1,1,0,0,0,0,0,0,0
